archive_run_utc,archive_source,archive_status,api_name,variable,value,unit,timestamp,record_updated_timestamp,station_id,device_id,station_name,station_town_center,station_lat,station_lon,heat_stress_category,reading_type,reading_unit,api_version,endpoint_url,fetch_timestamp_utc,value_missing
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.6,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S137,,Sakra Road,Sakra Road (Jurong Island),1.2571,103.698,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.1,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S139,,Tuas Terminal Gateway,Tuas Terminal Gateway,1.263757,103.616417,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,24.7,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S140,,Choa Chu Kang Stadium,Choa Chu Kang Stadium,1.390524,103.749664,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.2,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S141,,Yio Chu Kang Stadium,Yio Chu Kang Stadium,1.382564,103.84619,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.5,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S142,,Sentosa Palawan Green,Palawan Green (Sentosa),1.24950363476734,103.819177652546,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.4,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S143,,Punggol North,Punggol North,1.41046864267577,103.904965342662,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.9,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S144,,Upper Pickering Street,Hong Lim Park,1.286011,103.846988,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,24.6,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S145,,MacRitchie Reservoir,MacRitchie Reservoir,1.3418179,103.833913,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,24.4,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S146,,Jalan Bahar,Jalan Bahar,1.365386,103.692372,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.2,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S147,,Marina Barrage,Marina Barrage,1.280001,103.8697302,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.9,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S148,,Pasir Ris Walk,Pasir Ris Walk,1.3715018,103.9642012,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.8,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S149,,Tampines Walk,Tampines Central Park,1.353834,103.938823,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.0,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S150,,Evans Road,MOE (Evans) Stadium,1.321182,103.819737,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.5,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S151,,Outward Bound Singapore(Pulau ubin),Outward Bound Singapore(Pulau ubin),1.4214527,103.9299001,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.0,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S153,,Bukit Batok Street 22,Bukit Batok Swimming Complex,1.344712,103.749077,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,24.6,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S180,,Taman Jurong Greens,Taman Jurong Greens,1.3370108,103.7182835,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,25.6,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S184,,Sengkang East Avenue,Sengkang East Avenue,1.382559,103.898525,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:25:06+00:00,live_v2,ok,wbgt,official_wbgt_c,24.8,deg C,2026-05-07 01:15:00+08:00,2026-05-07T01:25:04+08:00,S187,,Bukit Timah(West),Coronation Road,1.322505,103.80139,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:25:06+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,26.7,deg C,2026-05-07 01:33:00+08:00,,S109,S109,Ang Mo Kio Avenue 5,,1.3764,103.8492,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,26.7,deg C,2026-05-07 01:33:00+08:00,,S106,S106,Pulau Ubin,,1.4168,103.9673,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,27.1,deg C,2026-05-07 01:33:00+08:00,,S117,S117,Banyan Road,,1.256,103.679,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,28.4,deg C,2026-05-07 01:33:00+08:00,,S107,S107,East Coast Parkway,,1.3135,103.9625,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,26.1,deg C,2026-05-07 01:33:00+08:00,,S104,S104,Woodlands Avenue 9,,1.44387,103.78538,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,26.8,deg C,2026-05-07 01:33:00+08:00,,S115,S115,Tuas South Avenue 3,,1.29377,103.61843,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,27.8,deg C,2026-05-07 01:33:00+08:00,,S116,S116,West Coast Highway,,1.281,103.754,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,28.7,deg C,2026-05-07 01:33:00+08:00,,S102,S102,Semakau Island Landfill,,1.189,103.768,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,28.0,deg C,2026-05-07 01:33:00+08:00,,S60,S60,Sentosa,,1.25,103.8279,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,26.4,deg C,2026-05-07 01:33:00+08:00,,S50,S50,Clementi Road,,1.3337,103.7768,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,26.0,deg C,2026-05-07 01:33:00+08:00,,S44,S44,Nanyang Avenue,,1.34583,103.68166,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,27.8,deg C,2026-05-07 01:33:00+08:00,,S43,S43,Kim Chuan Road,,1.3399,103.8878,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,27.2,deg C,2026-05-07 01:33:00+08:00,,S24,S24,Upper Changi Road North,,1.3678,103.9826,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,25.4,deg C,2026-05-07 01:33:00+08:00,,S23,S23,S23,,1.3858,103.7114,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,27.1,deg C,2026-05-07 01:33:00+08:00,,S06,S06,Paya Lebar Airport,,1.3524,103.9007,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,air_temperature,air_temperature_c,26.6,deg C,2026-05-07 01:33:00+08:00,,S111,S111,Scotts Road,,1.31055,103.8365,,DBT 1M F,deg C,v2,https://api-open.data.gov.sg/v2/real-time/api/air-temperature,2026-05-06T17:40:11+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,94.9,percent,2026-05-07 01:33:00+08:00,,S109,S109,Ang Mo Kio Avenue 5,,1.3764,103.8492,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,95.3,percent,2026-05-07 01:33:00+08:00,,S106,S106,Pulau Ubin,,1.4168,103.9673,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,91.3,percent,2026-05-07 01:33:00+08:00,,S117,S117,Banyan Road,,1.256,103.679,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,87.9,percent,2026-05-07 01:33:00+08:00,,S107,S107,East Coast Parkway,,1.3135,103.9625,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,94.3,percent,2026-05-07 01:33:00+08:00,,S104,S104,Woodlands Avenue 9,,1.44387,103.78538,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,92.1,percent,2026-05-07 01:33:00+08:00,,S115,S115,Tuas South Avenue 3,,1.29377,103.61843,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,89.1,percent,2026-05-07 01:33:00+08:00,,S116,S116,West Coast Highway,,1.281,103.754,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,87.6,percent,2026-05-07 01:33:00+08:00,,S102,S102,Semakau Island Landfill,,1.189,103.768,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,85.9,percent,2026-05-07 01:33:00+08:00,,S60,S60,Sentosa,,1.25,103.8279,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,97.0,percent,2026-05-07 01:33:00+08:00,,S50,S50,Clementi Road,,1.3337,103.7768,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,95.2,percent,2026-05-07 01:33:00+08:00,,S44,S44,Nanyang Avenue,,1.34583,103.68166,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,89.6,percent,2026-05-07 01:33:00+08:00,,S43,S43,Kim Chuan Road,,1.3399,103.8878,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,88.1,percent,2026-05-07 01:33:00+08:00,,S24,S24,Upper Changi Road North,,1.3678,103.9826,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,99.2,percent,2026-05-07 01:33:00+08:00,,S23,S23,S23,,1.3858,103.7114,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,89.0,percent,2026-05-07 01:33:00+08:00,,S06,S06,Paya Lebar Airport,,1.3524,103.9007,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,relative_humidity,relative_humidity_percent,93.3,percent,2026-05-07 01:33:00+08:00,,S111,S111,Scotts Road,,1.31055,103.8365,,RH 1M F,percentage,v2,https://api-open.data.gov.sg/v2/real-time/api/relative-humidity,2026-05-06T17:40:13+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.8745548,m/s,2026-05-07 01:33:00+08:00,,S108,S108,Marina Gardens Drive,,1.2799,103.8703,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.3086664,m/s,2026-05-07 01:33:00+08:00,,S109,S109,Ang Mo Kio Avenue 5,,1.3764,103.8492,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,1.0803324,m/s,2026-05-07 01:33:00+08:00,,S106,S106,Pulau Ubin,,1.4168,103.9673,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.6687772000000001,m/s,2026-05-07 01:33:00+08:00,,S117,S117,Banyan Road,,1.256,103.679,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,2.6236644,m/s,2026-05-07 01:33:00+08:00,,S107,S107,East Coast Parkway,,1.3135,103.9625,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.5658884000000001,m/s,2026-05-07 01:33:00+08:00,,S104,S104,Woodlands Avenue 9,,1.44387,103.78538,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.5658884000000001,m/s,2026-05-07 01:33:00+08:00,,S115,S115,Tuas South Avenue 3,,1.29377,103.61843,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,1.7491096,m/s,2026-05-07 01:33:00+08:00,,S116,S116,West Coast Highway,,1.281,103.754,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,2.2121092,m/s,2026-05-07 01:33:00+08:00,,S102,S102,Semakau Island Landfill,,1.189,103.768,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.4115552,m/s,2026-05-07 01:33:00+08:00,,S60,S60,Sentosa,,1.25,103.8279,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.3086664,m/s,2026-05-07 01:33:00+08:00,,S50,S50,Clementi Road,,1.3337,103.7768,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,1.6462208,m/s,2026-05-07 01:33:00+08:00,,S44,S44,Nanyang Avenue,,1.34583,103.68166,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.6687772000000001,m/s,2026-05-07 01:33:00+08:00,,S43,S43,Kim Chuan Road,,1.3399,103.8878,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.6173328,m/s,2026-05-07 01:33:00+08:00,,S23,S23,S23,,1.3858,103.7114,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.8745548,m/s,2026-05-07 01:33:00+08:00,,S06,S06,Paya Lebar Airport,,1.3524,103.9007,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.771666,m/s,2026-05-07 01:33:00+08:00,,S111,S111,Scotts Road,,1.31055,103.8365,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wind_speed,wind_speed_ms,0.4115552,m/s,2026-05-07 01:33:00+08:00,,S121,S121,Old Choa Chu Kang Road,,1.37288,103.72244,,Wind Speed AVG(S)10M M1M,knots,v2,https://api-open.data.gov.sg/v2/real-time/api/wind-speed,2026-05-06T17:40:15+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.8,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S124,,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.1,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S125,,Woodlands Street 13,Woodlands Stadium,1.433789,103.780731,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,24.7,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S126,,Old Chua Chu Kang Road,Old Choa Chu Kang Road,1.372566,103.724358,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,26.0,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S127,,Stadium Road,Kallang Practice Track,1.305738,103.878174,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.0,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S128,,Bishan Street,Bishan Stadium,1.354825,103.852219,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,26.5,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S129,,Bedok North Street 2,Bedok Stadium,1.325746,103.939691,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.6,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S130,,West Coast Road,Clementi Stadium,1.310524,103.763426,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.2,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S132,,Jurong West Street 93,Jurong West Stadium,1.337859,103.695383,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,24.4,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S135,,Mandai Wildlife Reserve,Mandai Wildlife Reserve,1.4084245,103.7808629,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.7,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S137,,Sakra Road,Sakra Road (Jurong Island),1.2571,103.698,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.2,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S139,,Tuas Terminal Gateway,Tuas Terminal Gateway,1.263757,103.616417,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,24.7,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S140,,Choa Chu Kang Stadium,Choa Chu Kang Stadium,1.390524,103.749664,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.3,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S141,,Yio Chu Kang Stadium,Yio Chu Kang Stadium,1.382564,103.84619,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.4,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S142,,Sentosa Palawan Green,Palawan Green (Sentosa),1.24950363476734,103.819177652546,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
2026-05-06T17:40:16+00:00,live_v2,ok,wbgt,official_wbgt_c,25.4,deg C,2026-05-07 01:30:00+08:00,2026-05-07T01:40:04+08:00,S143,,Punggol North,Punggol North,1.41046864267577,103.904965342662,Low,,,v2,https://api-open.data.gov.sg/v2/real-time/api/weather?api=wbgt,2026-05-06T17:40:16+00:00,False
